Name,ItemLevel,Type,Subtype,Cost,Curse,Traits,Rarity,Bulk,Source,Adventuring,Alchemist,Arcane,Blacksmith,Scribe,Bowyer,General,Jewelry,Leatherworker,Music_Games,Illicit,Tailor,Temple,Armorer,Weaponsmith,Tattooist,Publisher_Source
Immaculate Instrument,12,,,0,,"artifact, divine, mythic",rare,L,Pathfinder War of Immortals pg. 203,,,,,,,,,,,,,,,,,Paizo
Immolation Clan Pistol,10,,,0,,"concussive, cursed, dwarf, fatal-d10, fire, magical",rare,1,Pathfinder Guns & Gears pg. 160,,,,,,,,,,,,,,,,,Paizo
Immovable Arm,9,,,700,,magical,,1,Pathfinder Lost Omens The Grand Bazaar pg. 73,,,,,,,,,,,,,,,,,Paizo
Immovable Tripod,10,,,700,,magical,uncommon,1,Pathfinder Guns & Gears pg. 182,,,,,,,,,,,,,,,,,Paizo
Impact Foam Chassis (Greater),9,,,150,,"consumable, gadget",uncommon,L,Pathfinder Guns & Gears pg. 70,,,,,,,,,,,,,,,,,Paizo
Impact Foam Chassis (Lesser),1,,,3,,"consumable, gadget",uncommon,L,Pathfinder Guns & Gears pg. 70,,,,,,,,,,,,,,,,,Paizo
Impact Foam Chassis (Major),14,,,650,,"consumable, gadget",uncommon,L,Pathfinder Guns & Gears pg. 70,,,,,,,,,,,,,,,,,Paizo
Impact Foam Chassis (Moderate),4,,,15,,"consumable, gadget",uncommon,L,Pathfinder Guns & Gears pg. 70,,,,,,,,,,,,,,,,,Paizo
Impulse Control,1,,,5,,magical,,,Pathfinder Lost Omens The Grand Bazaar pg. 71,,,,,,,,,,,,,,,,,Paizo
Incense Bundle of Annual Blessings,8,,,0,,"consumable, magical",,,Pathfinder Blog,,,,,,,,,,,,,,,,,Paizo
Infernal Health,15,,,0,,"contract, healing, invested, magical",rare,,Pathfinder Lost Omens Legends pg. 10,,,,,,,,,,,,,,,,,Paizo
Inflammation Flask (Greater),12,,,340,,"acid, alchemical, bomb, consumable, disease, splash",uncommon,L,Pathfinder #203: Shepherd of Decay pg. 75,,,,,,,,,,,,,,,,,Paizo
Inflammation Flask (Lesser),2,,,5,,"acid, alchemical, bomb, consumable, disease, splash",uncommon,L,Pathfinder #203: Shepherd of Decay pg. 75,,,,,,,,,,,,,,,,,Paizo
Inflammation Flask (Major),18,,,3750,,"acid, alchemical, bomb, consumable, disease, splash",uncommon,L,Pathfinder #203: Shepherd of Decay pg. 75,,,,,,,,,,,,,,,,,Paizo
Inflammation Flask (Moderate),4,,,15,,"acid, alchemical, bomb, consumable, disease, splash",uncommon,L,Pathfinder #203: Shepherd of Decay pg. 75,,,,,,,,,,,,,,,,,Paizo
Inquisitive Quill,4,,,0,,"intelligent, magical",rare,,Pathfinder Treasure Vault pg. 194,,,,,,,,,,,,,,,,,Paizo
Inspiring Spotlight (Mounted),15,,,650,,"light, magical",uncommon,8,Pathfinder Lost Omens Rival Academies pg. 73,,,,,,,,,,,,,,,,,Paizo
Inspiring Spotlight (Portable),9,,,650,,"light, magical",uncommon,3,Pathfinder Lost Omens Rival Academies pg. 73,,,,,,,,,,,,,,,,,Paizo
Inubrix,8+,,,,,precious,uncommon,,Pathfinder GM Core pg. 253,,,,,,,,,,,,,,,,,Paizo
Iris of the Sky,6,,,240,,"concussive, fatal-aim-d12, magical",unique,1,Pathfinder Guns & Gears pg. 165,,,,,,,,,,,,,,,,,Paizo
Irritating Seedpod (Greater),10,,,190,,"catalyst, consumable, magical",uncommon,L,Pathfinder #203: Shepherd of Decay pg. 77,,,,,,,,,,,,,,,,,Paizo
Irritating Seedpod (Lesser),3,,,11,,"catalyst, consumable, magical",uncommon,L,Pathfinder #203: Shepherd of Decay pg. 77,,,,,,,,,,,,,,,,,Paizo
Irritating Seedpod (Major),14,,,800,,"catalyst, consumable, magical",uncommon,L,Pathfinder #203: Shepherd of Decay pg. 77,,,,,,,,,,,,,,,,,Paizo
Irritating Seedpod,7,,,55,,"catalyst, consumable, magical",uncommon,L,Pathfinder #203: Shepherd of Decay pg. 77,,,,,,,,,,,,,,,,,Paizo
Jahan Waystone,21,,,0,,"artifact, magical, teleportation",rare,,Pathfinder Lost Omens The Mwangi Expanse pg. 207,,,,,,,,,,,,,,,,,Paizo
Jax,8,,,0,,"combination, concussive, cursed, divine, fatal-aim-d10, intelligent",unique,,Pathfinder #179: Cradle of Quartz pg. 77,,,,,,,,,,,,,,,,,Paizo
Kalmaug's Journal,5,,,0,,"grimoire, invested, magical, relic",unique,1,Pathfinder #194: Cult of the Cave Worm pg. 78,,,,,,,,,,,,,,,,,Paizo
Keep Stone,0,,,,,precious,rare,,Pathfinder Lost Omens Highhelm pg. 113,,,,,,,,,,,,,,,,,Paizo
Key to the Stomach,9,,,0,,"contract, invested, magical",rare,,Pathfinder Dark Archive pg. 165,,,,,,,,,,,,,,,,,Paizo
Kimanéz Luminescent Toadstool,3,,,9,,"consumable, fungus, light, magical",rare,L,Pathfinder Lost Omens Rival Academies pg. 107,,,,,,,,,,,,,,,,,Paizo
Kinburi's Sandals of Bounding,9,,,700,,"invested, magical",unique,L,Pathfinder #198: No Breath to Cry pg. 306,,,,,,,,,,,,,,,,,Paizo
Kindled Tome,11,,,900,,"grimoire, intelligent, magical",rare,L,Pathfinder Treasure Vault pg. 195,,,,,,,,,,,,,,,,,Paizo
Kinetic Club,7,,,325,,"backswing, earth, magical, shove",uncommon,2,"Pathfinder #208: Hoof, Cinder, and Storm pg. 77",,,,,,,,,,,,,,,,,Paizo
Kora of the Unending Story,14,,,4500,,"coda, occult, staff",rare,1,Pathfinder #211: The Secret of Deathstalk Tower pg. 83,,,,,,,,,,,,,,,,,Paizo
Kortos Diamond,22,,,0,,"artifact, divine, versatile-p",unique,1,Pathfinder #156: The Apocalypse Prophet pg. 68,,,,,,,,,,,,,,,,,Paizo
Krasovnatype,4,,,15,,"consumable, gadget",uncommon,,Pathfinder Lost Omens Rival Academies pg. 92,,,,,,,,,,,,,,,,,Paizo
Lance of Sun's Radiance,11,,,1450,,"deadly-d8, jousting-d6, light, magical, reach",rare,2,Pathfinder #202: Severed at the Root pg. 77,,,,,,,,,,,,,,,,,Paizo
Large Bore Modifications,5,,,120,,,uncommon,1,Pathfinder Guns & Gears pg. 183,,,,,,,,,,,,,,,,,Paizo
Lastwall Soup (Greater),18,,,3500,,"alchemical, consumable, elixir",uncommon,L,Pathfinder Lost Omens Knights of Lastwall pg. 92,,,,,,,,,,,,,,,,,Paizo
Lastwall Soup (Improved),10,,,160,,"alchemical, consumable, elixir",uncommon,L,Pathfinder Lost Omens Knights of Lastwall pg. 92,,,,,,,,,,,,,,,,,Paizo
Lesser Cube of Nex,20,,,0,,"artifact, magical",unique,,Pathfinder Lost Omens Impossible Lands pg. 304,,,,,,,,,,,,,,,,,Paizo
Leydroth Spellbreaker,17,,,15000,,"concussive, magical, scatter-10",,2,Pathfinder Howl of the Wild pg. rare,,,,,,,,,,,,,,,,,Paizo
Liar's Gun,7,,,360,,"capacity-4, cobbled, concussive, fatal-d8, magical",uncommon,1,Pathfinder Guns & Gears pg. 157,,,,,,,,,,,,,,,,,Paizo
Life-Saver Mail (Greater),20,,,52500,,"invested, magical",,3,Pathfinder GM Core pg. 230,,,,,,,,,,,,,,,,,Paizo
Life-Saver Mail,14,,,4000,,"invested, magical",,3,Pathfinder GM Core pg. 230,,,,,,,,,,,,,,,,,Paizo
Light Writer Plates,6,,,3,,"clockwork, light",rare,,Pathfinder Guns & Gears pg. 88,,,,,,,,,,,,,,,,,Paizo
Lion's Armor (Greater),19,,,30500,,"invested, magical",,,Pathfinder GM Core pg. 230,,,,,,,,,,,,,,,,,Paizo
Lion's Armor,12,,,2000,,"invested, magical",,,Pathfinder GM Core pg. 230,,,,,,,,,,,,,,,,,Paizo
Liver Bloodstone of Arazni,11,,,0,,"artifact, divine",unique,1,Pathfinder Claws of the Tyrant pg. 109,,,,,,,,,,,,,,,,,Paizo
Lodestone Shield,11,,,1350,,magical,,1,Pathfinder GM Core pg. 234,,,,,,,,,,,,,,,,,Paizo
Lost Ember,10,,,0,,"contract, invested, magical",rare,,Pathfinder Dark Archive pg. 165,,,,,,,,,,,,,,,,,Paizo
Lucky Draw Bandolier (Greater),12,,,2000,,"invested, magical",uncommon,,Pathfinder Guns & Gears pg. 180,,,,,,,,,,,,,,,,,Paizo
Lucky Draw Bandolier,9,,,700,,"invested, magical",uncommon,,Pathfinder Guns & Gears pg. 180,,,,,,,,,,,,,,,,,Paizo
Lucky Keepsake,9,,,0,,leshy,,,Pathfinder Lost Omens Character Guide pg. 69,,,,,,,,,,,,,,,,,Paizo
Lung Bloodstone of Arazni,11,,,0,,"artifact, divine",unique,1,Pathfinder Claws of the Tyrant pg. 109,,,,,,,,,,,,,,,,,Paizo
Madcap Top,8,,,459,,magical,rare,L,Pathfinder GM Core pg. 274,,,,,,,,,,,,,,,,,Paizo
Maelstromic Destabilizer (Lesser),2,,,6,,"consumable, gadget, spirit",uncommon,L,Pathfinder Lost Omens Rival Academies pg. 92,,,,,,,,,,,,,,,,,Paizo
Maelstromic Destabilizer (Major),17,,,2750,,"consumable, gadget, spirit",uncommon,L,Pathfinder Lost Omens Rival Academies pg. 92,,,,,,,,,,,,,,,,,Paizo
Maelstromic Destabilizer (Moderate),7,,,65,,"consumable, gadget, spirit",uncommon,L,Pathfinder Lost Omens Rival Academies pg. 92,,,,,,,,,,,,,,,,,Paizo
Magical Prosthetic Eye,1,,,5,,magical,,L,Pathfinder Treasure Vault pg. 105,,,,,,,,,,,,,,,,,Paizo
Magnetic Suit (Greater),10,,,200,,"aura, consumable",,1,Pathfinder Guns & Gears pg. 71,,,,,,,,,,,,,,,,,Paizo
Magnetic Suit (Major),16,,,2000,,"aura, consumable",,1,Pathfinder Guns & Gears pg. 71,,,,,,,,,,,,,,,,,Paizo
Magnetic Suit,4,,,20,,"aura, consumable",,1,Pathfinder Guns & Gears pg. 71,,,,,,,,,,,,,,,,,Paizo
Magnetite Scope (Greater),17,,,16000,,magical,,L,Pathfinder Guns & Gears pg. 181,,,,,,,,,,,,,,,,,Paizo
Magnetite Scope,9,,,800,,magical,,L,Pathfinder Guns & Gears pg. 181,,,,,,,,,,,,,,,,,Paizo
Magnifying Scope (Greater),9,,,800,,magical,,L,Pathfinder Guns & Gears pg. 181,,,,,,,,,,,,,,,,,Paizo
Magnifying Scope (Major),17,,,16000,,magical,,L,Pathfinder Guns & Gears pg. 181,,,,,,,,,,,,,,,,,Paizo
Magnifying Scope,3,,,70,,magical,,L,Pathfinder Guns & Gears pg. 181,,,,,,,,,,,,,,,,,Paizo
Majordomo Torc,6,,,200,,"intelligent, invested, magical",Rare,L,Pathfinder Treasure Vault pg. 195,,,,,,,,,,,,,,,,,Paizo
Malefic Mirror,11,,,0,,"invested, occult, scrying, unholy",Rare,2,Pathfinder NPC Core pg. 107,,,,,,,,,,,,,,,,,Paizo
Mantle of the Grogrisant,18,,,22000,,"invested, primal",Unique,L,Pathfinder Lost Omens Monsters of Myth pg. 35,,,,,,,,,,,,,,,,,Paizo
Marvelous Miniature (Boat),8,,,76,,"consumable, expandable, magical",,,Pathfinder GM Core pg. 268,,,,,,,,,,,,,,,,,Paizo
Marvelous Miniature (Campfire),1,,,1,,"consumable, expandable, magical",,,Pathfinder GM Core,,,,,,,,,,,,,,,,,Paizo
Marvelous Miniature (Chest),3,,,10,,"consumable, expandable, magical",,,Pathfinder GM Core pg. 268,,,,,,,,,,,,,,,,,Paizo
Marvelous Miniature (Horse),4,,,13,,"consumable, expandable, magical",,,Pathfinder GM Core,,,,,,,,,,,,,,,,,Paizo
Marvelous Miniature (Ladder),1,,,3,,"consumable, expandable, magical",,,Pathfinder GM Core,,,,,,,,,,,,,,,,,Paizo
Mat of Resilience (Greater),12,,,1800,,magical,Uncommon,1,Pathfinder #209: Destroyer's Doom pg. 83,,,,,,,,,,,,,,,,,Paizo
Mat of Resilience,7,,,330,,magical,Uncommon,1,Pathfinder #209: Destroyer's Doom pg. 83,,,,,,,,,,,,,,,,,Paizo
Material Essence Disruptor (Greater),11,,,300,,"consumable, gadget",Uncommon,1,Pathfinder Guns & Gears pg. 71,,,,,,,,,,,,,,,,,Paizo
Material Essence Disruptor (Lesser),3,,,12,,"consumable, gadget",Uncommon,1,Pathfinder Guns & Gears pg. 71,,,,,,,,,,,,,,,,,Paizo
Material Essence Disruptor (Major),15,,,1300,,"consumable, gadget",Uncommon,1,Pathfinder Guns & Gears pg. 71,,,,,,,,,,,,,,,,,Paizo
Material Essence Disruptor (Moderate),7,,,70,,"consumable, gadget",Uncommon,1,Pathfinder Guns & Gears pg. 71,,,,,,,,,,,,,,,,,Paizo
Medusa Armor,14,,,0,,"cursed, invested, magical",Rare,2,Pathfinder GM Core pg. 306,,,,,,,,,,,,,,,,,Paizo
Meteor Shot (Greater),12,,,400,,"consumable, fire, magical, splash",Uncommon,,Pathfinder Guns & Gears pg. 171,,,,,,,,,,,,,,,,,Paizo
Meteor Shot (Major),17,,,3000,,"consumable, fire, magical, splash",Uncommon,,Pathfinder Guns & Gears pg. 171,,,,,,,,,,,,,,,,,Paizo
Meteor Shot,7,,,70,,"consumable, fire, magical, splash",Uncommon,,Pathfinder Guns & Gears pg. 171,,,,,,,,,,,,,,,,,Paizo
Metuak's Pendant,5,,,155,,"invested, magical",Unique,L,Pathfinder #176: Lost Mammoth Valley pg. 81,,,,,,,,,,,,,,,,,Paizo
Mindlance,,,,,,,,,,,,,,,,,,,,,,,,,,
Mindmurk Oil,4,,,0,,"alchemical, consumable, ingested, poison",Uncommon,L,Pathfinder Society Scenario #1-23: The Star-Crossed Court,,,,,,,,,,,,,,,,,Paizo
Mindrender Baton,15,,,6500,,"tech, rare",,1,Pathfinder Kingmaker,,,,,,,,,,,,,,,,,Paizo
Minotaur Chair,9,,,600,,magical,,4,Pathfinder Lost Omens The Grand Bazaar,,,,,,,,,,,,,,,,,Paizo
Miogimo's Mask,16,,,9500,,"invested, magical",Unique,L,Pathfinder #161: Belly of the Black Whale,,,,,,,,,,,,,,,,,Paizo
Mirror Implement,,,,,,,,,,,,,,,,,,,,,,,,,,
Mirror of Sorshen,25,,,0,,"artifact, magical",Unique,L,Pathfinder GM Core,,,,,,,,,,,,,,,,,Paizo
Mocker's Swazzle,13,,,3000,,magical,Unique,L,Pathfinder #204: Stage Fright,,,,,,,,,,,,,,,,,Paizo
Monarch,,,,,,,,,,,,,,,,,,,,,,,,,,
Monster Suit,5,,,80,,,Uncommon,2,Pathfinder Lost Omens Rival Academies,,,,,,,,,,,,,,,,,Paizo
Moonkeep Hyacinth,12,,,400,,"consumable, magical, plant",Rare,L,Pathfinder #213: Thirst for Blood,,,,,,,,,,,,,,,,,Paizo
Moonkeep Lily,5,,,30,,"consumable, magical, plant",Rare,L,Pathfinder #213: Thirst for Blood,,,,,,,,,,,,,,,,,Paizo
Moonkeep Orchid,5,,,30,,"consumable, magical, plant",Rare,L,Pathfinder #213: Thirst for Blood,,,,,,,,,,,,,,,,,Paizo
Moritype (Greater),16,,,2000,,"consumable, gadget, void",Rare,L,Pathfinder Lost Omens Rival Academies,,,,,,,,,,,,,,,,,Paizo
moritype,,,,,,,,,,,,,,,,,,,,,,,,,,
Morning Glow,14,,,4456,,"elf, finesse, forceful, magical",Unique,2,Pathfinder #210: Whispers in the Dirt,,,,,,,,,,,,,,,,,Paizo
Motivating Treat Bag,5,,,135,,magical,Uncommon,L,"Pathfinder #208: Hoof, Cinder, and Storm",,,,,,,,,,,,,,,,,Paizo
Mountebank's Passage,15,,,0,,"concussive, fatal-d8, magical",Unique,1,Pathfinder Guns & Gears,,,,,,,,,,,,,,,,,Paizo
Musical Instrument (Handheld),,,,,,,,,,,,,,,,,,,,,,,,,,
Musical Instrument (Heavy),,,,,,,,,,,,,,,,,,,,,,,,,,
Musical Instrument (Virtuoso handheld),3,,,50,,,,1,Pathfinder Player Core,,,,,,,,,,,,,,,,,Paizo
Musical Instrument (Virtuoso heavy),3,,,100,,,,16,Pathfinder Player Core,,,,,,,,,,,,,,,,,Paizo
Musket Staff of Force,4,,,100,,"concussive, fatal-d10, force, magical, staff",Rare,1,Pathfinder NPC Core,,,,,,,,,,,,,,,,,Paizo
Musket Staff of Void,4,,,100,,"concussive, fatal-d10, magical, staff, void",Rare,1,Pathfinder NPC Core,,,,,,,,,,,,,,,,,Paizo
Mutator Onyx,3,,,10,,"alchemical, consumable, earth",Rare,L,Pathfinder Lost Omens Rival Academies,,,,,,,,,,,,,,,,,Paizo
Mycoweave Shield (Major),16,,,40,,,Uncommon,1,Pathfinder #193: Mantle of Gold,,,,,,,,,,,,,,,,,Paizo
Mythic Armor Potency,20,,,70000,,"magical, mythic",Rare,,Pathfinder War of Immortals,,,,,,,,,,,,,,,,,Paizo
Mythic Resilient,20,,,70000,,"magical, mythic",Rare,,Pathfinder War of Immortals,,,,,,,,,,,,,,,,,Paizo
Mythic Striking,20,,,70000,,"magical, mythic",Rare,,Pathfinder War of Immortals,,,,,,,,,,,,,,,,,Paizo
Mythic Weapon Potency,20,,,70000,,"magical, mythic",Rare,,Pathfinder War of Immortals,,,,,,,,,,,,,,,,,Paizo
Nail Bomb (Greater),12,,,350,,"alchemical, bomb, consumable, splash",Uncommon,L,Pathfinder #202: Severed at the Root,,,,,,,,,,,,,,,,,Paizo
Nail Bomb (Lesser),2,,,8,,"alchemical, bomb, consumable, splash",Uncommon,L,Pathfinder #202: Severed at the Root,,,,,,,,,,,,,,,,,Paizo
Nail Bomb (Major),18,,,4000,,"alchemical, bomb, consumable, splash",Uncommon,L,Pathfinder #202: Severed at the Root,,,,,,,,,,,,,,,,,Paizo
Nail Bomb (Moderate),4,,,16,,"alchemical, bomb, consumable, splash",Uncommon,L,Pathfinder #202: Severed at the Root,,,,,,,,,,,,,,,,,Paizo
Navigator's Feather,2,,,6,,"consumable, magical, talisman",Uncommon,L,Pathfinder #202: Severed at the Root,,,,,,,,,,,,,,,,,Paizo
Necrotic Cap (Greater),11,,,350,,"catalyst, consumable, magical",Uncommon,L,Pathfinder #202: Severed at the Root,,,,,,,,,,,,,,,,,Paizo
Necrotic Cap (Lesser),4,,,18,,"catalyst, consumable, magical",Uncommon,L,Pathfinder #202: Severed at the Root,,,,,,,,,,,,,,,,,Paizo
Necrotic Cap (Major),15,,,1200,,"catalyst, consumable, magical",Uncommon,L,Pathfinder #202: Severed at the Root,,,,,,,,,,,,,,,,,Paizo
Necrotic Cap (Moderate),8,,,80,,"catalyst, consumable, magical",Uncommon,L,Pathfinder #202: Severed at the Root,,,,,,,,,,,,,,,,,Paizo
Needle of Undeath,10,,,1150,,magical,Rare,L,Pathfinder #209: Destroyer's Doom,,,,,,,,,,,,,,,,,Paizo
Net Launcher,1,,,16,,,Rare,1,Pathfinder Guns & Gears,,,,,,,,,,,,,,,,,Paizo
Netherwalk Incense,11,,,300,,"consumable, magical, shadow, teleportation",Rare,,Pathfinder #204: Stage Fright,,,,,,,,,,,,,,,,,Paizo
Nightmare's Lament,6,,,230,,"combination, concussive, fatal-d8, magical",Uncommon,1,Pathfinder Howl of the Wild,,,,,,,,,,,,,,,,,Paizo
Nomad's Shawl,7,,,330,,"invested, magical",Uncommon,L,"Pathfinder #208: Hoof, Cinder, and Storm",,,,,,,,,,,,,,,,,Paizo
Nostalgic Pot,7,,,300,,magical,Uncommon,L,"Pathfinder #208: Hoof, Cinder, and Storm",,,,,,,,,,,,,,,,,Paizo
Oath of the Devoted,9,,,0,,"contract, divine, invested, magical",Rare,,Pathfinder Lost Omens The Mwangi Expanse,,,,,,,,,,,,,,,,,Paizo
Oathlamp of Accord,3,,,50,,"light, magical, mental",Rare,L,Pathfinder Lost Omens Rival Academies,,,,,,,,,,,,,,,,,Paizo
Obsidian Edge (Greater),9,,,700,,"combination, concussive, fire, kickback, magical",Uncommon,2,Pathfinder Rage of Elements,,,,,,,,,,,,,,,,,Paizo
Obsidian Edge (Major),12,,,1800,,"combination, concussive, fire, kickback, magical",Uncommon,2,Pathfinder Rage of Elements,,,,,,,,,,,,,,,,,Paizo
Obsidian Edge (True),18,,,22000,,"combination, concussive, fire, kickback, magical",Uncommon,2,Pathfinder Rage of Elements,,,,,,,,,,,,,,,,,Paizo
Obsidian Edge,6,,,250,,"combination, concussive, fire, kickback, magical",Uncommon,2,Pathfinder Rage of Elements,,,,,,,,,,,,,,,,,Paizo
Obsidian,,,,,,,,,,,,,,,,,,,,,,,,,,
Ochre Fulcrum Lens,11,,,1400,,"invested, occult",Unique,2,Pathfinder Abomination Vaults Hardcover Compilation,,,,,,,,,,,,,,,,,Paizo
Oculus of Abaddon,15,,,0,,"artifact, magical",Rare,,Pathfinder Kingmaker,,,,,,,,,,,,,,,,,Paizo
Oil of Potency (Greater),12,,,400,,"consumable, magical, oil",,L,Pathfinder GM Core,,,,,,,,,,,,,,,,,Paizo
Oil of Potency (Major),19,,,8000,,"consumable, magical, oil",,L,Pathfinder GM Core,,,,,,,,,,,,,,,,,Paizo
Old Tillimaquin,12,,,2000,,,Unique,3,Pathfinder Dark Archive,,,,,,,,,,,,,,,,,Paizo
Bloodhound Olfactory Stimulators,5,,,136,,magical,,L,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Olfactory Stimulators,1,,,5,,magical,,,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
One-Hour Flower,1,,,4,,"consumable, magical",Rare,,Pathfinder Lost Omens Rival Academies,,,,,,,,,,,,,,,,,Paizo
Oracular Hag Eye,4,,,75,,"invested, occult, scrying",Rare,L,Pathfinder #182: Graveclaw,,,,,,,,,,,,,,,,,Paizo
Orb of Dragonkind,25,,,0,,"arcane, artifact, unique",,1,Pathfinder #150: Broken Promises,,,,,,,,,,,,,,,,,Paizo
Orb Shard,20,,,0,,"agile, artifact, finesse, magical, versatile-s",Rare,1,Pathfinder #150: Broken Promises,,,,,,,,,,,,,,,,,Paizo
Orc Warmask,,,,,,,,,,,,,,,,,,,,,,,,,,
Orc Skewermaul,0,,,2,,"brace, orc, two-hand-d10, versatile-p",Uncommon,1,Pathfinder #207: The Resurrection Flood,,,,,,,,,,,,,,,,,Paizo
Osteomancer's Pouch,8,,,480,,magical,Uncommon,,"Pathfinder #208: Hoof, Cinder, and Storm",,,,,,,,,,,,,,,,,Paizo
Overloaded Brain Grenade,10,,,200,,"alchemical, consumable, fire, mental, splash",Unique,1,Pathfinder Special: Fumbus!,,,,,,,,,,,,,,,,,Paizo
Ovinrbaane,,,,,,,,,,,,,,,,,,,,,,,,,,
Pact-Bound Pistol,10,,,0,,"concealable, concussive, cursed, fatal-d10, fire, magical, unholy",Rare,L,Pathfinder Guns & Gears,,,,,,,,,,,,,,,,,Paizo
Pact of Blood-Taking,5,,,0,,"contract, invested, magical, rare",,,Pathfinder #164: Hands of the Devil,,,,,,,,,,,,,,,,,Paizo
palstave,,,,,,,,,,,,,,,,,,,,,,,,,,
Parade armor with flourishes,,,,,,,,,,,,,,,,,,,,,,,,,,
Paradise Light,10,,,1100,,"invested, light, magical",Rare,L,Pathfinder #202: Severed at the Root,,,,,,,,,,,,,,,,,Paizo
Passage Charm,10,,,1000,,"invested, magical, shadow",Rare,L,Pathfinder #202: Severed at the Root,,,,,,,,,,,,,,,,,Paizo
Passage Pane,25,,,0,,"artifact, divine, teleportation",Rare,3,Pathfinder #186: Ghost King's Rage,,,,,,,,,,,,,,,,,Paizo
Pathfinder's Mentor,6,,,200,,"illusion, intelligent, invested, magical",Rare,,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Pelt of the Beast,,,,,,,,,,,,,,,,,,,,,,,,,,
Pepper Poultice,7,,,55,,"alchemical, consumable",Uncommon,,"Pathfinder #208: Hoof, Cinder, and Storm",,,,,,,,,,,,,,,,,Paizo
Pepperbox,,,,,,,,,,,,,,,,,,,,,,,,,,
Perfected Robes,22,,,0,,"artifact, divine, invested",Rare,L,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Perfection's First Step,5,,,23,,"consumable, mental, occult, water",Uncommon,,Pathfinder Lost Omens Rival Academies,,,,,,,,,,,,,,,,,Paizo
Persistent Lodestone,7,,,55,,"consumable, magical, talisman",,,Pathfinder Guns & Gears,,,,,,,,,,,,,,,,,Paizo
Peshpine Grenade (Greater),11,,,250,,"alchemical, bomb, consumable, splash",Uncommon,L,Pathfinder #149: Against the Scarlet Triad pg. 77,,,,,,,,,,,,,,,,,Paizo
Peshpine Grenade (Lesser),1,,,3,,"alchemical, bomb, consumable, splash",Uncommon,L,Pathfinder #149: Against the Scarlet Triad pg. 77,,,,,,,,,,,,,,,,,Paizo
Peshpine Grenade (Major),17,,,2500,,"alchemical, bomb, consumable, splash",Uncommon,L,Pathfinder #149: Against the Scarlet Triad pg. 77,,,,,,,,,,,,,,,,,Paizo
Peshpine Grenade (Moderate),3,,,10,,"alchemical, bomb, consumable, splash",Uncommon,L,Pathfinder #149: Against the Scarlet Triad pg. 77,,,,,,,,,,,,,,,,,Paizo
Petrification Cannon,15,,,6500,,"concussive, double-barrel, fatal-d10, magical",Uncommon,1,Pathfinder Guns & Gears,,,,,,,,,,,,,,,,,Paizo
Phantom Piano,12,,,100,,"focused, intelligent, occult",Rare,16,Pathfinder Treasure Vault,,,,,,,,,,,,,,,,,Paizo
Pharasmin Visor,13,,,3000,,"invested, magical",Rare,L,Pathfinder #210: Whispers in the Dirt,,,,,,,,,,,,,,,,,Paizo
Philosopher's Extractor,25,,,0,,"artifact, magical",Rare,8,Pathfinder GM Core,,,,,,,,,,,,,,,,,Paizo
Phoenix Fighting Fan,20,,,0,,"agile, artifact, backstabber, deadly-d6, finesse, magical, monk",Rare,L,Pathfinder #166: Despair on Danger Island,,,,,,,,,,,,,,,,,Paizo
Phoenix Necklace,20,,,0,,"artifact, healing, magical",Rare,,Pathfinder #166: Despair on Danger Island,,,,,,,,,,,,,,,,,Paizo
Piercing Wind,0,,,15,,"combination, concussive, fatal-aim-d10",Uncommon,1,Pathfinder Guns & Gears,,,,,,,,,,,,,,,,,Paizo
Pilgrim's Token,,,,,,,,,,,,,,,,,,,,,,,,,,
Pistol of Wonder,13,,,3000,,"concussive, fatal-d8, magical, rare",,1,Pathfinder Guns & Gears,,,,,,,,,,,,,,,,,Paizo
Pistol Wand,4,,,100,,"concussive, fatal-d8, magical, wand",Rare,1,Pathfinder Guns & Gears,,,,,,,,,,,,,,,,,Paizo
Plate of Yled (Greater),8,,,415,,"bulwark, invested, magical",Rare,4,Pathfinder Wake the Dead #5,,,,,,,,,,,,,,,,,Paizo
Plate of Yled (Major),11,,,1160,,"bulwark, invested, magical",Rare,4,Pathfinder Wake the Dead #5,,,,,,,,,,,,,,,,,Paizo
Plate of Yled (True),14,,,3600,,"bulwark, invested, magical",Rare,4,Pathfinder Wake the Dead #5,,,,,,,,,,,,,,,,,Paizo
Plate of Yled,6,,,250,,"bulwark, invested, magical",Rare,4,Pathfinder Wake the Dead #5,,,,,,,,,,,,,,,,,Paizo
Poison Sedum,,,,,,,,,,,,,,,,,,,,,,,,,,
Portable Seal (Lesser),6,,,45,,"consumable, gadget, magical",Uncommon,1,Pathfinder Lost Omens Rival Academies,,,,,,,,,,,,,,,,,Paizo
Portable Seal (Major),18,,,5000,,"consumable, gadget, magical",Uncommon,1,Pathfinder Lost Omens Rival Academies,,,,,,,,,,,,,,,,,Paizo
Portable Seal (Moderate),12,,,400,,"consumable, gadget, magical",Uncommon,1,Pathfinder Lost Omens Rival Academies,,,,,,,,,,,,,,,,,Paizo
Portable Weapon Mount (Monopod),1,,,2,,,Uncommon,1,Pathfinder Guns & Gears,,,,,,,,,,,,,,,,,Paizo
