item,path,target_layout,possible_database_matches,export_errors,Name,Source,Rarity,Traits,ItemLevel,AddedPrice,AddedPricePerBulk,Prerequisite,Type,Publisher_Source,Subtype,Cost,Curse,Bulk,Adventuring,Alchemist,Arcane,Blacksmith,Scribe,Bowyer,General,Jewelry,Leatherworker,Music_Games,Illicit,Tailor,Temple,Armorer,Weaponsmith,Tattooist
Awakened Cold Iron Shot,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\A\awakened-cold-iron-shot.md,worn_item,,,Awakened Cold Iron Shot,Pathfinder Guns & Gears pg. 168,uncommon,"consumable, magical",17,,,,,Paizo,,2300,,,,,,,,,,,,,,,,,,
Awakened Silver Shot,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\A\awakened-silver-shot.md,worn_item,,,Awakened Silver Shot,Pathfinder Guns & Gears pg. 168,uncommon,"consumable, magical",17,,,,,Paizo,,2300,,,,,,,,,,,,,,,,,,
Axe Musket,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\A\axe-musket.md,basic,,,Axe Musket,Pathfinder Guns & Gears pg. 159,uncommon,"combination, concussive, fatal-d10",1,,,,Martial Ranged/Melee,Paizo,,10,,2,,,,,,,,,,,,,,,,
Axe of the Dwarven Lords,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\A\axe-of-the-dwarven-lords.md,worn_item,,,Axe of the Dwarven Lords,Pathfinder Gamemastery Guide pg. 106,unique,"dwarf, magical, sweep, thrown-30, two-hand-d12",26,,,,,Paizo,,0,,3,,,,,,,,,,,,,,,,
Backpack Ballista Bolt,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\B\backpack-ballista-bolt.md,basic,,,Backpack Ballista Bolt,Pathfinder Guns and Gears pg. 62,uncommon,,0,,,,Ammunition Ranged,Paizo,,1,,L,,,,,,,,,,,,,,,,
Backpack Ballista,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\B\backpack-ballista.md,basic,,,Backpack Ballista,Pathfinder Guns & Gears pg. 62,uncommon,,1,,,,Martial Ranged,Paizo,,18,,2,,,,,,,,,,,,,,,,
Backpack Catapult Stone,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\B\backpack-catapult-stone.md,basic,,,Backpack Catapult Stone,Pathfinder Guns and Gears pg. 62,uncommon,,0,,,,Ammunition Ranged,Paizo,,1,,1,,,,,,,,,,,,,,,,
Backpack Catapult,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\B\backpack-catapult.md,basic,,,Backpack Catapult,Pathfinder Guns & Gears pg. 62,uncommon,volley-50,1,,,,Advanced Ranged,Paizo,,20,,3,,,,,,,,,,,,,,,,
Bakuwa Lizardfolk Bony Plates,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\B\bakuwa-lizardfolk-bony-plates.md,worn_item,,,Bakuwa Lizardfolk Bony Plates,Pathfinder Lost Omens Tian Xia Character Guide,uncommon,"aquadynamic, comfort",1,,,,,Paizo,,0,,,,,,,,,,,,,,,,,,
Bane Ammunition (Greater),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\B\bane-ammunition-greater.md,worn_item,Bane Ammunition - Fey (Greater); Bane Ammunition - Ooze (Greater); Bane Ammunition - Giant (Greater),,Bane Ammunition (Greater),Pathfinder Treasure Vault pg. 42,,"alchemical, consumable, poison",11,,,,,Paizo,,250,,,,,,,,,,,,,,,,,,
Bane Ammunition (Lesser),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\B\bane-ammunition-lesser.md,worn_item,Bane Ammunition - Fey (Lesser); Bane Ammunition - Ooze (Lesser); Bane Ammunition - Giant (Lesser),,Bane Ammunition (Lesser),Pathfinder Treasure Vault pg. 42,,"alchemical, consumable, poison",1,,,,,Paizo,,3,,,,,,,,,,,,,,,,,,
Bane Ammunition (Moderate),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\B\bane-ammunition-moderate.md,worn_item,Bane Ammunition - Fey (Moderate); Bane Ammunition - Ooze (Moderate); Bane Ammunition - Giant (Moderate),,Bane Ammunition (Moderate),Pathfinder Treasure Vault pg. 42,,"alchemical, consumable, poison",5,,,,,Paizo,,25,,,,,,,,,,,,,,,,,,
Barricade Buster,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\B\barricade-buster.md,basic,Barricade Stone (Sphere); Barricade Stone (Cube),,Barricade Buster,Pathfinder Treasure Vault pg. 30,uncommon,"kickback, orc, razing, repeating, volley-20",1,,,,Advanced Ranged,Paizo,,9,,3,,,,,,,,,,,,,,,,
Basic Face Mask,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\B\basic-face-mask.md,worn_item,,unrecognized Publisher_Source for source='Treasure Vault',Basic Face Mask,Treasure Vault pg. 105,,,0,,,,,,,3,,,,,,,,,,,,,,,,,,
Batsbreath Cane,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\B\batsbreath-cane.md,worn_item,,,Batsbreath Cane,Pathfinder Treasure Vault pg. 105,,"finesse, magical, sweep",10,,,,,Paizo,,950,,L,,,,,,,,,,,,,,,,
Beekeeper's Smoker,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\B\beekeepers-smoker.md,worn_item,,,Beekeeper's Smoker,Pathfinder #201: Pactbreaker pg. 48,uncommon,,1,,,,,Paizo,,1,,,,,,,,,,,,,,,,,,
Bellicose Dagger,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\B\bellicose-dagger.md,worn_item,Belicose Dagger,,Bellicose Dagger,Pathfinder Treasure Vault pg. 190,rare,"agile, cursed, finesse, magical, thrown-10, versatile-s",7,,,,,Paizo,,0,,L,,,,,,,,,,,,,,,,
Big Boom Gun,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\B\big-boom-gun.md,basic,,,Big Boom Gun,Pathfinder Guns & Gears pg. 157,uncommon,"cobbled, fatal-d12, goblin, modular",1,,,,Martial Ranged,Paizo,,10,,2,,,,,,,,,,,,,,,,
Bitterblood Elixir,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\B\bitterblood-elixir.md,worn_item,,,Bitterblood Elixir,Pathfinder #214: The Broken Palace,rare,"alchemical, consumable, elixir",6,,,,,Paizo,,40,,L,,,,,,,,,,,,,,,,
Black Ash (Greater),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\B\black-ash-greater.md,worn_item,Slick (Greater); Ashen (Greater); Black Tendril Shot (Greater),,Black Ash (Greater),Pathfinder #210: Whispers in the Dirt pg. 78,rare,"catalyst, consumable, magical",10,,,,,Paizo,,200,,,,,,,,,,,,,,,,,,
Black Ash (Major),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\B\black-ash-major.md,worn_item,,,Black Ash (Major),Pathfinder #210: Whispers in the Dirt pg. 78,rare,"catalyst, consumable, magical",15,,,,,Paizo,,1300,,,,,,,,,,,,,,,,,,
Black Ash,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\B\black-ash.md,worn_item,,,Black Ash,Pathfinder #210: Whispers in the Dirt pg. 78,rare,"catalyst, consumable, magical",5,,,,,Paizo,,30,,,,,,,,,,,,,,,,,,
Black King,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\B\black-king.md,worn_item,,,Black King,Pathfinder Lost Omens Highhelm pg. 58,rare,"concussive, magical, scatter-20, void",15,,,,,Paizo,,6250,,2,,,,,,,,,,,,,,,,
Black Powder (Dose),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\B\black-powder-dose.md,worn_item,,,Black Powder (Dose),Pathfinder Guns and Gears pg. 169,Uncommon,"Alchemical, Consumable",0,,,,,Paizo,,1,,,,,,,,,,,,,,,,,,
Black Powder (Horn),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\B\black-powder-horn.md,worn_item,,,Black Powder (Horn),Pathfinder Guns & Gears pg. 169,uncommon,"alchemical, consumable",2,,,,,Paizo,,5,,5,,,,,,,,,,,,,,,,
Black Powder (Keg),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\B\black-powder-keg.md,worn_item,,,Black Powder (Keg),Pathfinder Guns & Gears pg. 169,uncommon,"alchemical, consumable",6,,,,,Paizo,,50,,50,,,,,,,,,,,,,,,,
Black Powder Knuckle Dusters (Melee),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\B\black-powder-knuckle-dusters-melee.md,worn_item,,,Black Powder Knuckle Dusters (Melee),Pathfinder Guns & Gears pg. 159,uncommon,"combination, agile, critical fusion, monk",0,,,,,Paizo,,8,,L,,,,,,,,,,,,,,,,
Black Powder Knuckle Dusters (Ranged),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\B\black-powder-knuckle-dusters-ranged.md,worn_item,,,Black Powder Knuckle Dusters (Ranged),Pathfinder Guns & Gears pg. 159,uncommon,"combination, concussive, fatal-d8, monk",0,,,,,Paizo,,8,,L,,,,,,,,,,,,,,,,
Blackaxe,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\B\Blackaxe.md,worn_item,,,Blackaxe,Pathfinder Monster Core pg. 329,unique,"artifact, cursed, primal, unholy",25,,,,,Paizo,,,,2,,,,,,,,,,,,,,,,
Blade of Fallen Stars,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\B\blade-of-fallen-stars.md,worn_item,Astrolabe of Falling Stars,,Blade of Fallen Stars,Pathfinder Lost Omens Highhelm pg. 115,unique,"artifact, combination, evocation",22,,,,,Paizo,,,,2,,,,,,,,,,,,,,,,
Blast Boots (Greater),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\B\blast-boots-greater.md,worn_item,Blood Booster (Greater),,Blast Boots (Greater),Pathfinder Guns & Gears pg. 67,uncommon,"consumable, gadget",9,,,,,Paizo,,140,,L,,,,,,,,,,,,,,,,
Blast Boots (Lesser),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\B\blast-boots-lesser.md,worn_item,,,Blast Boots (Lesser),Pathfinder Guns & Gears pg. 67,uncommon,"consumable, gadget",1,,,,,Paizo,,3,,L,,,,,,,,,,,,,,,,
Blast Boots (Major),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\B\blast-boots-major.md,worn_item,,,Blast Boots (Major),Pathfinder Guns & Gears pg. 67,uncommon,"consumable, gadget",17,,,,,Paizo,,2750,,L,,,,,,,,,,,,,,,,
Blast Boots (Moderate),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\B\blast-boots-moderate.md,worn_item,Blood Booster (Moderate); Blight Bomb (Moderate),,Blast Boots (Moderate),Pathfinder Guns & Gears pg. 67,uncommon,"consumable, gadget",3,,,,,Paizo,,11,,L,,,,,,,,,,,,,,,,
Blast Foot (Greater),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\B\blast-foot-greater.md,worn_item,Blast Lance (Greater); Beast Staff (Greater); Blasting Stone (Greater),,Blast Foot (Greater),Pathfinder Lost Omens The Grand Bazaar pg. 73,,"invested, magical",10,,,,,Paizo,,1000,,1,,,,,,,,,,,,,,,,
Blast Foot,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\B\blast-foot.md,worn_item,,,Blast Foot,Pathfinder Lost Omens The Grand Bazaar pg. 73,,"invested, magical",6,,,,,Paizo,,250,,1,,,,,,,,,,,,,,,,
Bleachguard Doll,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\B\bleachguard-doll.md,worn_item,,,Bleachguard Doll,Pathfinder Treasure Vault pg. 194,rare,"intelligent, magical",8,,,,,Paizo,,0,,L,,,,,,,,,,,,,,,,
Blood-Drinker Blade (Greater),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\B\blood-drinker-blade-greater.md,worn_item,Bloodbane (Greater),,Blood-Drinker Blade (Greater),Pathfinder #213: Thirst for Blood,uncommon,"agile, finesse, magical, versatile-s",9,,,,,Paizo,,700,,L,,,,,,,,,,,,,,,,
Blood-Drinker Blade,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\B\blood-drinker-blade.md,worn_item,Blink Blade,,Blood-Drinker Blade,Pathfinder #213: Thirst for Blood,uncommon,"agile, finesse, magical, versatile-s",5,,,,,Paizo,,160,,L,,,,,,,,,,,,,,,,
Blood Drinker,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\B\Blood-Drinker.md,worn_item,,,Blood Drinker,Pathfinder Prey for Death pg. 101,unique,magical,16,,,,,Paizo,,24000,,L,,,,,,,,,,,,,,,,
Blood Pack Squib,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\B\blood-pack-squib.md,worn_item,,,Blood Pack Squib,Pathfinder Lost Omens Rival Academies pg. 56,uncommon,"consumable, magical",2,,,,,Paizo,,6,,,,,,,,,,,,,,,,,,
Bloodline Robe,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\B\bloodline-robe.md,worn_item,Bloodline Robe - Hag; Bloodline Robe - Fey; Bloodline Robe - Nymph,,Bloodline Robe,Pathfinder Treasure Vault pg. 147,,"focused, invested, magical",12,,,,,Paizo,,2000,,1,,,,,,,,,,,,,,,,
Bloodroot Shield,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\B\bloodroot-shield.md,worn_item,Dart Shield,,Bloodroot Shield,Pathfinder #202: Severed at the Root pg. 80,uncommon,"magical, void, wood",9,,,,,Paizo,,600,,1,,,,,,,,,,,,,,,,
Bloodseeker Beak (Greater),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\B\bloodseeker-beak-greater.md,worn_item,Bloodseeker Beak; Bloodbane (Greater); Blood Booster (Greater),,Bloodseeker Beak (Greater),Pathfinder GM Core pg. 263,,"consumable, magical, talisman",8,,,,,Paizo,,100,,L,,,,,,,,,,,,,,,,
Bloodstone Doll (Major),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\B\bloodstone-doll-major.md,worn_item,,,Bloodstone Doll (Major),Pathfinder Lost Omens Rival Academies pg. 101,rare,"consumable, magical",16,,,,,Paizo,,1800,,L,,,,,,,,,,,,,,,,
Bloodstone Doll (Minor),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\B\bloodstone-doll-minor.md,worn_item,,,Bloodstone Doll (Minor),Pathfinder Lost Omens Rival Academies pg. 101,rare,"consumable, magical",4,,,,,Paizo,,15,,L,,,,,,,,,,,,,,,,
Bloodstone Doll (Moderate),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\B\bloodstone-doll-moderate.md,worn_item,Blood Booster (Moderate); Blood Sight Elixir (Moderate); Bloodhound Mask (Moderate),,Bloodstone Doll (Moderate),Pathfinder Lost Omens Rival Academies pg. 101,rare,"consumable, magical",10,,,,,Paizo,,180,,L,,,,,,,,,,,,,,,,
Blowgun Darts,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\B\blowgun-darts.md,basic,Blowgun darts (10); Blowgun,,Blowgun Darts,Pathfinder Player Core pg. 280,,,0,,,,Ammunition Ranged,Paizo,,5,,,,,,,,,,,,,,,,,,
Blunderbuss,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\B\Blunderbuss.md,basic,,,Blunderbuss,Pathfinder Guns and Gears pg. 152,uncommon,"concussive, scatter 10 ft.",0,,,,Martial Ranged,Paizo,,6,,,,,,,,,,,,,,,,,,
Boastful Hunter,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\B\boastful-hunter.md,worn_item,,,Boastful Hunter,Pathfinder Guns & Gears pg. 162,rare,"concussive, fatal-aim-d12, intelligent, primal",3,,,,,Paizo,,0,,1,,,,,,,,,,,,,,,,
Bogeyman Breath,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\B\bogeyman-breath.md,worn_item,,,Bogeyman Breath,Pathfinder #203: Shepherd of Decay pg. 76,uncommon,"alchemical, consumable, fear, inhaled, mental, poison",11,,,,,Paizo,,360,,L,,,,,,,,,,,,,,,,
Bolts,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\B\Bolts.md,basic,Bolts (10),,Bolts,Pathfinder Player Core pg. 280,,,0,,,,Ammunition Ranged,Paizo,,1,,,,,,,,,,,,,,,,,,
Book of Lost Days,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\B\book-of-lost-days.md,worn_item,,,Book of Lost Days,Pathfinder Dark Archive pg. 160,unique,"cursed, magical, enchantment",15,,,,,Paizo,,0,,1,,,,,,,,,,,,,,,,
Boots of the Blight,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\B\boots-of-the-blight.md,worn_item,,,Boots of the Blight,Pathfinder #210: Whispers in the Dirt pg. 78,uncommon,"invested, magical",12,,,,,Paizo,,1800,,L,,,,,,,,,,,,,,,,
Bootstrap Respirator,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\B\bootstrap-respirator.md,worn_item,,,Bootstrap Respirator,Pathfinder Treasure Vault pg. 105,uncommon,mechanical,8,,,,,Paizo,,450,,L,,,,,,,,,,,,,,,,
Bottled Air,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\B\bottled-air.md,worn_item,Bottled Roc; Bottled Night,,Bottled Air,Pathfinder GM Core pg. 273,,"air, magical",7,,,,,Paizo,,320,,L,,,,,,,,,,,,,,,,
Bottomless Purse,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\B\bottomless-purse.md,worn_item,Bottomless Stein,,Bottomless Purse,Pathfinder Dark Archive pg. 164,rare,"contract, invested, magical",8,,,,,Paizo,,0,,,,,,,,,,,,,,,,,,
Bougainvillea Blossom (Greater),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\B\bougainvillea-blossom-greater.md,worn_item,,,Bougainvillea Blossom (Greater),Pathfinder #202: Severed at the Root pg. 78,uncommon,"catalyst, consumable, magical",11,,,,,Paizo,,300,,L,,,,,,,,,,,,,,,,
Bougainvillea Blossom (Lesser),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\B\bougainvillea-blossom-lesser.md,worn_item,,,Bougainvillea Blossom (Lesser),Pathfinder #202: Severed at the Root pg. 78,uncommon,"catalyst, consumable, magical",3,,,,,Paizo,,10,,L,,,,,,,,,,,,,,,,
Bougainvillea Blossom (Major),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\B\bougainvillea-blossom-major.md,worn_item,,,Bougainvillea Blossom (Major),Pathfinder #202: Severed at the Root pg. 78,uncommon,"catalyst, consumable, magical",15,,,,,Paizo,,1200,,L,,,,,,,,,,,,,,,,
Bougainvillea Blossom (Moderate),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\B\bougainvillea-blossom-moderate.md,worn_item,,,Bougainvillea Blossom (Moderate),Pathfinder #202: Severed at the Root pg. 78,uncommon,"catalyst, consumable, magical",7,,,,,Paizo,,60,,L,,,,,,,,,,,,,,,,
Boughshatter,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\B\Boughshatter.md,worn_item,,,Boughshatter,Pathfinder #203 Shepherd of Decay pg. 79,uncommon,"earth, magical, poison",13,,,,,Paizo,,2875,,,,,,,,,,,,,,,,,,
Bow of Sun Slaying,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\B\bow-of-sun-slaying.md,worn_item,,,Bow of Sun Slaying,Pathfinder Lost Omens Tian Xia Character Guide pg. 131,unique,"artifact, cold, deadly-d10, divine, propulsive",20,,,,,Paizo,,0,,1,,,,,,,,,,,,,,,,
Box of Unspoiling (Type I),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\B\box-of-unspoiling-type-i.md,worn_item,,,Box of Unspoiling (Type I),"Pathfinder #208: Hoof, Cinder, and Storm pg. 80",uncommon,"extradimensional, magical",5,,,,,Paizo,,200,,1,,,,,,,,,,,,,,,,
Box of Unspoiling (Type II),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\B\box-of-unspoiling-type-ii.md,worn_item,,,Box of Unspoiling (Type II),"Pathfinder #208: Hoof, Cinder, and Storm pg. 80",uncommon,"extradimensional, magical",8,,,,,Paizo,,575,,1,,,,,,,,,,,,,,,,
Box of Unspoiling (Type III),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\B\box-of-unspoiling-type-iii.md,worn_item,,,Box of Unspoiling (Type III),"Pathfinder #208: Hoof, Cinder, and Storm pg. 80",uncommon,"extradimensional, magical",12,,,,,Paizo,,1640,,1,,,,,,,,,,,,,,,,
Box of Unspoiling (Type IV),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\B\box-of-unspoiling-type-iv.md,worn_item,,,Box of Unspoiling (Type IV),"Pathfinder #208: Hoof, Cinder, and Storm pg. 80",uncommon,"extradimensional, magical",14,,,,,Paizo,,3600,,1,,,,,,,,,,,,,,,,
Bracers of Pain,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\B\bracers-of-pain.md,worn_item,Bracers of Devotion,,Bracers of Pain,Pathfinder #209: Destroyer's Doom pg. 83,uncommon,"invested, magical",12,,,,,Paizo,,2200,,L,,,,,,,,,,,,,,,,
Brain Cylinder,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\B\brain-cylinder.md,worn_item,,,Brain Cylinder,Pathfinder Adventure: Malevolence pg. 66,,magical,6,,,,,Paizo,,250,,1,,,,,,,,,,,,,,,,
Branch Attendant's Mask,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\B\branch-attendants-mask.md,worn_item,,,Branch Attendant's Mask,Pathfinder Lost Omens Rival Academies pg. 69,uncommon,"invested, magical",2,,,,,Paizo,,25,,,,,,,,,,,,,,,,,,
Breath Blaster (Greater),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\B\breath-blaster-greater.md,worn_item,Boreal Staff (Greater); Beastmaster's Sigil (Greater),,Breath Blaster (Greater),Pathfinder Guns & Gears pg. 154,uncommon,"concussive, magical, scatter-10",14,,,,,Paizo,,4500,,2,,,,,,,,,,,,,,,,
Breath Blaster (Major),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\B\breath-blaster-major.md,worn_item,,,Breath Blaster (Major),Pathfinder Guns & Gears pg. 154,uncommon,"concussive, magical, scatter-10",18,,,,,Paizo,,24000,,2,,,,,,,,,,,,,,,,
Breath Blaster,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\B\breath-blaster.md,worn_item,,,Breath Blaster,Pathfinder Guns & Gears pg. 154,uncommon,"concussive, magical, scatter-10",8,,,,,Paizo,,500,,2,,,,,,,,,,,,,,,,
Breech Ejectors,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\B\breech-ejectors.md,worn_item,,,Breech Ejectors,Pathfinder Guns & Gears pg. 183,uncommon,consumable,3,,,,,Paizo,,10,,,,,,,,,,,,,,,,,,
Briar,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\B\Briar.md,worn_item,,,Briar,Pathfinder Kingmaker Adventure Path pg. 584,unique,"artifact, evocation, magical, transformation",20,,,,,Paizo,,,,,,,,,,,,,,,,,,,,
Burglar's Rosebud (Greater),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\B\burglars-rosebud-greater.md,worn_item,,,Burglar's Rosebud (Greater),Pathfinder #203: Shepherd of Decay pg. 76,uncommon,"consumable, emotion, mental, plant, wood",8,,,,,Paizo,,100,,L,,,,,,,,,,,,,,,,
Burglar's Rosebud,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\B\burglars-rosebud.md,worn_item,,,Burglar's Rosebud,Pathfinder #203: Shepherd of Decay pg. 76,uncommon,"consumable, emotion, mental, plant, wood",3,,,,,Paizo,,10,,L,,,,,,,,,,,,,,,,
Burial Oil (Greater),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\B\burial-oil-greater.md,worn_item,Brilliant (Greater),,Burial Oil (Greater),Pathfinder Treasure Vault pg. 86,uncommon,"consumable, magical, oil",11,,,,,Paizo,,250,,L,,,,,,,,,,,,,,,,
Burial Oil,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\B\burial-oil.md,worn_item,,,Burial Oil,Pathfinder Treasure Vault pg. 86,uncommon,"consumable, magical",3,,,,,Paizo,,10,,L,,,,,,,,,,,,,,,,
Cloak of Eyes,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\Battlezoo Bestiary - Equipment\Cloak of Eyes.md,worn_item,Cloak of Repute,unrecognized Publisher_Source for source='',Cloak of Eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ice Zuggle Orb,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\Battlezoo Bestiary - Equipment\Ice Zuggle Orb.md,worn_item,,unrecognized Publisher_Source for source='',Ice Zuggle Orb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Runebranded Hide,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\Battlezoo Bestiary - Equipment\Runebranded Hide.md,worn_item,,unrecognized Publisher_Source for source='',Runebranded Hide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salt Stake,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\Battlezoo Bestiary - Equipment\Salt Stake.md,worn_item,,unrecognized Publisher_Source for source='',Salt Stake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
